0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,-0.0176578,-0.0347304,-0.0177066,-0.0368064,-0.0177537,-0.0390341,-0.0177999,-0.0414235,-0.0178456,-0.043985,-0.0178915,-0.0467298,-0.0179381,-0.0496698,-0.0179857,-0.0528174,-0.0180349,-0.0561863,
0,0,0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,-0.0176578,-0.0347304,-0.0177066,-0.0368064,-0.0177537,-0.0390341,-0.0177999,-0.0414235,-0.0178456,-0.043985,-0.0178915,-0.0467298,-0.0179381,-0.0496698,-0.0179857,-0.0528174,
0,0,0,0,0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,-0.0176578,-0.0347304,-0.0177066,-0.0368064,-0.0177537,-0.0390341,-0.0177999,-0.0414235,-0.0178456,-0.043985,-0.0178915,-0.0467298,-0.0179381,-0.0496698,
0,0,0,0,0,0,0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,-0.0176578,-0.0347304,-0.0177066,-0.0368064,-0.0177537,-0.0390341,-0.0177999,-0.0414235,-0.0178456,-0.043985,-0.0178915,-0.0467298,
0,0,0,0,0,0,0,0,0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,-0.0176578,-0.0347304,-0.0177066,-0.0368064,-0.0177537,-0.0390341,-0.0177999,-0.0414235,-0.0178456,-0.043985,
0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,-0.0176578,-0.0347304,-0.0177066,-0.0368064,-0.0177537,-0.0390341,-0.0177999,-0.0414235,
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,-0.0176578,-0.0347304,-0.0177066,-0.0368064,-0.0177537,-0.0390341,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,-0.0176578,-0.0347304,-0.0177066,-0.0368064,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,-0.0176578,-0.0347304,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.003094,-0.003617,-0.00563871,-0.00578547,-0.0077322,-0.00759718,-0.00945504,-0.00912767,-0.0108734,-0.0104392,-0.0120417,-0.011583,-0.0130046,-0.0126017,-0.0137989,-0.0135303,-0.0144545,-0.0143984,-0.0149965,-0.0152303,-0.0154451,-0.0160467,-0.015817,-0.0168653,-0.0161261,-0.0177009,-0.0163837,-0.0185667,-0.0165991,-0.0194741,-0.01678,-0.0204335,-0.0169326,-0.021454,-0.0170622,-0.0225443,-0.0171731,-0.0237127,-0.0172688,-0.024967,-0.0173523,-0.0263148,-0.0174259,-0.0277639,-0.0174917,-0.029322,-0.0175514,-0.0309969,-0.0176064,-0.0327969,
