0.054;0;0;0;0
0.064;0;0;0;0
0.087;0;0;0;0.01
0.088;0;0;0;0
0.094;0;0;0;0.01
0.104;0;0;0;0.02
0.114;-0.15;-15;0;0.04
0.124;-0.3;-15;0;0.06
0.134;-0.45;-15;0;0.09
0.144;-0.75;-30;0;0.1
0.154;-1.05;-30;0;0.14
0.164;-1.35;-30;0.01;0.15
0.174;-1.8;-45;0.01;0.18
0.184;-2.4;-60;0.01;0.2
0.193;-2.85;-45;0.01;0.2
0.204;-3.3;-45;0.01;0.25
0.214;-3.9;-60;0.02;0.25
0.224;-4.5;-60;0.02;0.26
0.234;-4.95;-45;0.02;0.27
0.244;-5.55;-60;0.02;0.28
0.254;-6;-45;0.03;0.28
0.264;-6.45;-45;0.03;0.27
0.274;-6.9;-45;0.03;0.25
0.284;-7.35;-45;0.04;0.25
0.294;-7.65;-30;0.04;0.23
0.304;-7.8;-15;0.04;0.21
0.314;-7.95;-15;0.04;0.19
0.324;-7.95;0;0.04;0.17
0.334;-7.95;0;0.04;0.14
0.343;-7.8;15;0.05;0.09
0.354;-7.35;45;0.05;0.08
0.364;-6.9;45;0.05;0.03
0.374;-6.45;45;0.05;0
0.384;-5.7;75;0.05;-0.03
0.394;-4.95;75;0.05;-0.07
0.404;-4.2;75;0.04;-0.09
0.414;-3.15;105;0.04;-0.13
0.424;-2.1;105;0.04;-0.16
0.434;-1.05;105;0.04;-0.18
0.444;0.15;120;0.04;-0.21
0.454;1.35;120;0.04;-0.22
0.464;2.7;135;0.03;-0.25
0.474;3.9;120;0.03;-0.25
0.484;5.25;135;0.03;-0.27
0.493;6.45;120;0.03;-0.24
0.504;7.8;135;0.02;-0.3
0.514;9;120;0.02;-0.27
0.524;10.2;120;0.02;-0.26
0.534;11.25;105;0.02;-0.25
0.544;12.3;105;0.01;-0.23
0.554;13.2;90;0.01;-0.22
0.564;13.95;75;0.01;-0.19
0.574;14.7;75;0.01;-0.17
0.584;15.15;45;0.01;-0.13
0.594;15.6;45;0;-0.1
0.604;15.9;30;0;-0.07
0.614;15.9;0;0;-0.03
0.624;15.9;0;0;0
0.634;15.75;-15;0;0.03
0.643;15.45;-30;0;0.06
0.654;15;-45;0.01;0.1
0.664;14.4;-60;0.01;0.12
0.674;13.65;-75;0.01;0.15
0.684;12.75;-90;0.01;0.17
0.693;11.85;-90;0.01;0.18
0.704;10.8;-105;0.01;0.24
0.714;9.6;-120;0.02;0.23
0.724;8.4;-120;0.02;0.25
0.733;7.2;-120;0.02;0.23
0.744;5.85;-135;0.02;0.29
0.754;4.5;-135;0.03;0.27
0.764;3.15;-135;0.03;0.26
0.774;1.95;-120;0.03;0.25
0.783;0.75;-120;0.03;0.23
0.794;-0.75;-150;0.04;0.25
0.804;-1.95;-120;0.04;0.21
0.814;-3;-105;0.04;0.19
0.824;-4.2;-120;0.04;0.16
0.834;-5.1;-90;0.04;0.14
0.843;-5.85;-75;0.04;0.09
0.854;-6.75;-90;0.05;0.08
0.864;-7.35;-60;0.05;0.03
0.874;-7.95;-60;0.05;0
0.884;-8.4;-45;0.05;-0.03
0.894;-8.7;-30;0.04;-0.06
0.904;-8.85;-15;0.04;-0.1
0.914;-9;-15;0.04;-0.12
0.924;-9;0;0.04;-0.16
0.934;-8.85;15;0.04;-0.18
0.944;-8.55;30;0.04;-0.21
0.954;-8.25;30;0.04;-0.22
0.964;-7.8;45;0.03;-0.25
0.974;-7.35;45;0.03;-0.25
0.984;-6.75;60;0.03;-0.27
0.994;-6.3;45;0.02;-0.28
1.003;-5.7;60;0.02;-0.23
1.014;-4.95;75;0.02;-0.3
1.024;-4.35;60;0.02;-0.25
1.034;-3.75;60;0.01;-0.25
1.044;-3.15;60;0.01;-0.23
1.054;-2.7;45;0.01;-0.21
1.064;-2.1;60;0.01;-0.19
1.074;-1.65;45;0.01;-0.16
1.084;-1.35;30;0;-0.14
1.094;-1.05;30;0;-0.1
1.104;-0.75;30;0;-0.07
1.114;-0.75;0;0;-0.03
1.124;-0.6;15;0;0
1.134;-0.6;0;0;0.03
1.144;-0.6;0;0;0.06
1.154;-0.9;-30;0;0.1
1.164;-1.05;-15;0.01;0.12
1.174;-1.35;-30;0.01;0.14
1.184;-1.8;-45;0.01;0.17
1.194;-2.1;-30;0.01;0.19
1.204;-2.55;-45;0.01;0.22
1.214;-3;-45;0.02;0.23
1.224;-3.45;-45;0.02;0.25
1.234;-4.05;-60;0.02;0.25
1.244;-4.5;-45;0.02;0.26
1.254;-4.95;-45;0.03;0.27
1.264;-5.4;-45;0.03;0.26
1.274;-5.7;-30;0.03;0.25
1.284;-6.15;-45;0.03;0.24
1.294;-6.3;-15;0.04;0.23
1.304;-6.6;-30;0.04;0.21
1.313;-6.75;-15;0.04;0.17
1.324;-6.75;0;0.04;0.18
1.334;-6.6;15;0.04;0.13
1.344;-6.45;15;0.04;0.1
1.354;-6.15;30;0.04;0.07
1.364;-5.7;45;0.04;0.03
1.374;-5.25;45;0.04;-0.01
1.384;-4.65;60;0.04;-0.04
1.394;-3.9;75;0.04;-0.08
1.404;-3;90;0.04;-0.1
1.414;-2.1;90;0.04;-0.13
1.424;-1.05;105;0.04;-0.16
1.434;0;105;0.04;-0.19
1.444;1.05;105;0.04;-0.21
1.454;2.25;120;0.03;-0.23
1.463;3.3;105;0.03;-0.21
1.474;4.65;135;0.03;-0.29
1.484;5.85;120;0.03;-0.27
1.494;7.05;120;0.02;-0.27
1.504;8.25;120;0.02;-0.28
1.514;9.45;120;0.02;-0.27
1.524;10.5;105;0.01;-0.27
1.534;11.55;105;0.01;-0.25
1.544;12.45;90;0.01;-0.23
1.553;13.2;75;0.01;-0.19
1.564;13.95;75;0.01;-0.21
1.574;14.55;60;0;-0.17
1.584;15;45;0;-0.14
1.594;15.3;30;0;-0.1
1.604;15.45;15;0;-0.07
1.614;15.45;0;0;-0.03
1.624;15.3;-15;0;0
1.634;15.15;-15;0;0.03
1.644;14.7;-45;0;0.06
1.654;14.25;-45;0;0.09
1.664;13.5;-75;0;0.12
1.674;12.75;-75;0.01;0.14
1.684;11.85;-90;0.01;0.17
1.694;10.8;-105;0.01;0.2
1.704;9.75;-105;0.01;0.21
1.714;8.55;-120;0.01;0.24
1.724;7.2;-135;0.02;0.24
1.734;6;-120;0.02;0.26
1.744;4.65;-135;0.02;0.27
1.754;3.3;-135;0.02;0.26
1.764;1.95;-135;0.03;0.27
1.774;0.6;-135;0.03;0.25
1.784;-0.75;-135;0.03;0.25
1.794;-1.95;-120;0.03;0.23
1.804;-3.15;-120;0.04;0.21
1.814;-4.35;-120;0.04;0.19
1.824;-5.4;-105;0.04;0.17
1.834;-6.3;-90;0.04;0.13
1.844;-7.2;-90;0.04;0.1
1.854;-7.95;-75;0.04;0.07
1.863;-8.55;-60;0.04;0.03
1.874;-9;-45;0.04;-0.01
1.884;-9.45;-45;0.04;-0.03
1.894;-9.75;-30;0.04;-0.08
1.904;-9.75;0;0.04;-0.1
1.914;-9.9;-15;0.04;-0.13
1.924;-9.75;15;0.04;-0.16
1.934;-9.45;30;0.04;-0.19
1.944;-9.15;30;0.03;-0.21
1.954;-8.85;30;0.03;-0.23
1.964;-8.4;45;0.03;-0.25
1.974;-7.8;60;0.03;-0.26
1.984;-7.2;60;0.02;-0.27
1.994;-6.45;75;0.02;-0.28
2.004;-5.85;60;0.02;-0.27
2.014;-5.1;75;0.02;-0.28
2.024;-4.5;60;0.01;-0.26
2.034;-3.75;75;0.01;-0.25
2.044;-3.15;60;0.01;-0.23
2.054;-2.4;75;0.01;-0.22
2.064;-1.95;45;0;-0.19
2.073;-1.5;45;0;-0.15
2.084;-0.9;60;0;-0.14
2.094;-0.6;30;-0;-0.1
2.104;-0.3;30;-0;-0.07
2.113;-0.15;15;-0;-0.03
2.124;0;15;-0;0
2.134;0.15;15;-0;0.03
2.144;0.15;0;-0;0.06
2.154;0;-15;0;0.1
2.164;-0.15;-15;0;0.12
2.174;-0.45;-30;0;0.15
2.184;-0.75;-30;0.01;0.17
2.194;-1.2;-45;0.01;0.2
2.204;-1.5;-30;0.01;0.22
2.214;-1.95;-45;0.01;0.23
2.224;-2.4;-45;0.01;0.25
2.234;-3;-60;0.02;0.26
2.244;-3.45;-45;0.02;0.26
2.254;-3.9;-45;0.02;0.27
2.264;-4.2;-30;0.02;0.26
2.273;-4.65;-45;0.03;0.23
2.284;-4.95;-30;0.03;0.27
2.294;-5.25;-30;0.03;0.23
2.304;-5.55;-30;0.03;0.21
2.314;-5.55;0;0.04;0.19
2.324;-5.7;-15;0.04;0.16
2.334;-5.55;15;0.04;0.14
2.344;-5.4;15;0.04;0.1
2.354;-5.25;15;0.04;0.06
2.364;-4.8;45;0.04;0.03
2.373;-4.35;45;0.04;-0.01
2.384;-3.75;60;0.04;-0.03
2.394;-3;75;0.04;-0.07
2.403;-2.4;60;0.04;-0.09
2.414;-1.35;105;0.04;-0.14
2.424;-0.45;90;0.04;-0.16
2.434;0.6;105;0.03;-0.18
